"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NMPJ99VJBWV-Microsoft.YourPhone.","20","1",,"2","1","13","-9223372036854775768","10827","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","8844","8424","ASCENDI-HTMOH1J","S-1-5-18","8/26/2025 9:32:36 AM","94d3a993-163b-0001-f214-d6943b16dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Installation","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NTXGKQ8P7N0-MicrosoftWindows.CrossDevice.","20","1",,"2","1","13","-9223372036854775768","10824","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","8844","9292","ASCENDI-HTMOH1J","S-1-5-18","8/26/2025 9:32:22 AM","94d3a993-163b-0001-dd0c-d6943b16dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Installation","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Installation Failure: Windows failed to install the following update with error 0x80073D02: 9N3RK8ZV2ZR8-Microsoft.WidgetsPlatformRuntime.","20","1",,"2","1","13","-9223372036854775768","10812","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","8844","5604","ASCENDI-HTMOH1J","S-1-5-18","8/26/2025 9:31:32 AM","94d3a993-163b-0000-fff1-d5943b16dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Installation","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","10804","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","4268","1624","ASCENDI-HTMOH1J","S-1-5-18","8/26/2025 9:29:11 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 4:44:22 PM on ?8/?25/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","10715","EventLog",,"System","2032","1856","ASCENDI-HTMOH1J",,"8/26/2025 9:14:39 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Installation Failure: Windows failed to install the following update with error 0x80240016: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.435.370.0) - Current Channel (Broad).","20","1",,"2","1","13","-9223372036854775768","10676","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","7472","7708","ASCENDI-HTMOH1J","S-1-5-18","8/25/2025 1:27:46 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Installation","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 11:29:25 PM on ?8/?24/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","10500","EventLog",,"System","1904","1972","ASCENDI-HTMOH1J",,"8/25/2025 9:23:32 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","10497","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","9560","3832","ASCENDI-HTMOH1J","S-1-5-18","8/24/2025 11:46:38 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the SystemEventsBroker service.","7011","0","49152","2","0","0","-9187343239835811840","10488","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","908","6868","ASCENDI-HTMOH1J",,"8/24/2025 5:53:08 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Software Protection service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","10487","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","908","3544","ASCENDI-HTMOH1J",,"8/24/2025 5:53:08 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout was reached (30000 milliseconds) while waiting for the Software Protection service to connect.","7009","0","49152","2","0","0","-9187343239835811840","10486","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","908","3544","ASCENDI-HTMOH1J",,"8/24/2025 5:53:08 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The AppX Deployment Service (AppXSVC) service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","10485","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","908","10568","ASCENDI-HTMOH1J",,"8/24/2025 5:53:08 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout was reached (30000 milliseconds) while waiting for the AppX Deployment Service (AppXSVC) service to connect.","7009","0","49152","2","0","0","-9187343239835811840","10484","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","908","10568","ASCENDI-HTMOH1J",,"8/24/2025 5:53:08 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server {544C4C52-DE0B-4D14-9510-21745381D5CA} did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","10482","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","852","7308","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/24/2025 5:53:08 PM","c1c156fb-14bd-0001-4fcf-c3c1bd14dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the W32Time service.","7011","0","49152","2","0","0","-9187343239835811840","10480","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","908","10568","ASCENDI-HTMOH1J",,"8/24/2025 5:46:07 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","10459","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","6648","9796","ASCENDI-HTMOH1J","S-1-5-18","8/24/2025 11:49:30 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 12:58:13 AM on ?8/?24/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","10347","EventLog",,"System","1928","1988","ASCENDI-HTMOH1J",,"8/24/2025 11:41:37 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Connected User Experiences and Telemetry service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 30000 milliseconds: Restart the service.","7031","0","49152","2","0","0","-9187343239835811840","10343","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","900","6184","ASCENDI-HTMOH1J",,"8/24/2025 12:02:14 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.Windows.ContentDeliveryManager_10.0.26100.1_neutral_neutral_cw5n1h2txyewy!App.AppXryc2qd338f5728r9gzzazav8206ba77s.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","10340","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","348","9896","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/23/2025 11:50:19 PM","7f1b407f-1414-0001-3226-1e7f1414dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Group Policy Client service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","10339","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","900","10872","ASCENDI-HTMOH1J",,"8/23/2025 11:50:19 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout was reached (30000 milliseconds) while waiting for the Group Policy Client service to connect.","7009","0","49152","2","0","0","-9187343239835811840","10338","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","900","10872","ASCENDI-HTMOH1J",,"8/23/2025 11:50:19 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.WindowsStore_22506.1401.10.0_x64__8wekyb3d8bbwe!App.AppXmr37eay91n1zzgqzqj9y7h4f8rjs7zyz.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","10313","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","348","5536","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/23/2025 7:42:25 PM","7f1b407f-1414-0001-d94b-1b7f1414dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","10283","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","9592","8916","ASCENDI-HTMOH1J","S-1-5-18","8/23/2025 3:39:28 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server {8CFC164F-4BE5-4FDD-94E9-E2AF73ED4A19} did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","10282","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","348","3512","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/23/2025 3:36:59 PM","7f1b407f-1414-0000-1729-1c7f1414dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 1:14:05 AM on ?8/?23/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","10199","EventLog",,"System","1984","2052","ASCENDI-HTMOH1J",,"8/23/2025 3:29:21 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server {8CFC164F-4BE5-4FDD-94E9-E2AF73ED4A19} did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","10179","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","880","892","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/22/2025 11:06:48 PM","eb261c30-1387-0000-712d-27eb8713dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","10170","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","2220","488","ASCENDI-HTMOH1J","S-1-5-18","8/22/2025 11:01:09 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 4:52:34 PM on ?8/?22/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","10106","EventLog",,"System","1072","2128","ASCENDI-HTMOH1J",,"8/22/2025 10:44:09 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.StorePurchaseApp_22506.1401.4.0_x64__8wekyb3d8bbwe!App.AppXh68f74x901gdx01kwdh3szc5yp7bnmah.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","10066","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","860","12260","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/22/2025 2:04:50 PM","8680ac49-1311-0001-66b6-80861113dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Software Protection service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","10065","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","900","8096","ASCENDI-HTMOH1J",,"8/22/2025 2:04:50 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout was reached (30000 milliseconds) while waiting for the Software Protection service to connect.","7009","0","49152","2","0","0","-9187343239835811840","10064","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","900","8096","ASCENDI-HTMOH1J",,"8/22/2025 2:04:50 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WerSvc service.","7011","0","49152","2","0","0","-9187343239835811840","10063","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","900","12200","ASCENDI-HTMOH1J",,"8/22/2025 2:04:50 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The AppX Deployment Service (AppXSVC) service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","10062","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","900","8096","ASCENDI-HTMOH1J",,"8/22/2025 1:23:48 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the AppXSvc service.","7011","0","49152","2","0","0","-9187343239835811840","10061","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","900","8096","ASCENDI-HTMOH1J",,"8/22/2025 1:23:48 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Installation Failure: Windows failed to install the following update with error 0x80073D02: 9MSSGKG348SP-MicrosoftWindows.Client.WebExperience.","20","1",,"2","1","13","-9223372036854775768","10026","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","7528","2364","ASCENDI-HTMOH1J","S-1-5-18","8/22/2025 8:54:48 AM","8680ac49-1311-0001-c62b-83861113dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Installation","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","10008","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","9940","10132","ASCENDI-HTMOH1J","S-1-5-18","8/22/2025 8:41:26 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 11:13:37 PM on ?8/?21/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","9922","EventLog",,"System","1960","1264","ASCENDI-HTMOH1J",,"8/22/2025 8:35:40 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.YourPhone_1.25072.63.0_x64__8wekyb3d8bbwe!App.AppXn958k7nsj8mxxmsepqdam8xk948t30sc.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","9917","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","896","8440","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/21/2025 10:39:16 PM","87595387-12ac-0001-a45d-5987ac12dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"DCOM got error ""1053"" attempting to start the service WaaSMedicSvc with arguments ""Unavailable"" in order to run the server:
{72566E27-1ABB-4EB3-B4F0-EB431CB1CB32}","10005","0","0","2","0","0","-9187343239835811840","9916","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","532","3900","ASCENDI-HTMOH1J","S-1-5-18","8/21/2025 10:39:16 PM","87595387-12ac-0001-bd5c-5b87ac12dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WaaSMedicSvc service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","9915","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","912","5644","ASCENDI-HTMOH1J",,"8/21/2025 10:39:14 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout was reached (30000 milliseconds) while waiting for the WaaSMedicSvc service to connect.","7009","0","49152","2","0","0","-9187343239835811840","9914","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","912","5644","ASCENDI-HTMOH1J",,"8/21/2025 10:39:14 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","9909","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","2120","1608","ASCENDI-HTMOH1J","S-1-5-18","8/21/2025 8:46:21 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 4:47:57 PM on ?8/?21/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","9826","EventLog",,"System","1048","1828","ASCENDI-HTMOH1J",,"8/21/2025 8:32:41 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","9772","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","8764","1380","ASCENDI-HTMOH1J","S-1-5-18","8/21/2025 9:08:58 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 11:50:22 PM on ?8/?20/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","9684","EventLog",,"System","1868","2004","ASCENDI-HTMOH1J",,"8/21/2025 9:02:28 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Installation Failure: Windows failed to install the following update with error 0x80240016: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.435.286.0) - Current Channel (Broad).","20","1",,"2","1","13","-9223372036854775768","9674","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","5840","3988","ASCENDI-HTMOH1J","S-1-5-18","8/20/2025 11:13:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Installation","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 4:26:02 PM on ?8/?20/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","9591","EventLog",,"System","2148","2328","ASCENDI-HTMOH1J",,"8/20/2025 10:22:36 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","9570","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","540","2352","ASCENDI-HTMOH1J","S-1-5-18","8/20/2025 3:43:15 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
