"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"The WaaSMedicSvc service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","8966","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","896","7932","ASCENDI-HTMOH1J",,"8/18/2025 12:25:31 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout was reached (30000 milliseconds) while waiting for the WaaSMedicSvc service to connect.","7009","0","49152","2","0","0","-9187343239835811840","8965","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","896","7932","ASCENDI-HTMOH1J",,"8/18/2025 12:25:31 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","8957","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","1720","4192","ASCENDI-HTMOH1J","S-1-5-18","8/18/2025 12:03:33 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 11:29:46 AM on ?8/?18/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","8876","EventLog",,"System","1404","2056","ASCENDI-HTMOH1J",,"8/18/2025 11:46:57 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","8852","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","11024","9784","ASCENDI-HTMOH1J","S-1-5-18","8/18/2025 9:09:30 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 11:19:30 PM on ?8/?17/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","8761","EventLog",,"System","1956","2020","ASCENDI-HTMOH1J",,"8/18/2025 8:54:24 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","8754","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","1360","15244","ASCENDI-HTMOH1J","S-1-5-18","8/17/2025 11:19:23 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.StorePurchaseApp_22506.1401.4.0_x64__8wekyb3d8bbwe!App.AppXh68f74x901gdx01kwdh3szc5yp7bnmah.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","8747","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","868","12096","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/17/2025 9:42:25 PM","e10acbe3-0f39-0000-669c-0be1390fdc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.Windows.ContentDeliveryManager_10.0.26100.1_neutral_neutral_cw5n1h2txyewy!App.AppXx4zfy1ffv3wctgdz2vypnybzjkh27jhw.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","8714","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","868","7016","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/17/2025 4:47:10 PM","e10acbe3-0f39-0000-669c-0be1390fdc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the defragsvc service.","7011","0","49152","2","0","0","-9187343239835811840","8707","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","912","11880","ASCENDI-HTMOH1J",,"8/17/2025 2:59:59 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server {8CFC164F-4BE5-4FDD-94E9-E2AF73ED4A19} did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","8669","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","868","3688","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/17/2025 11:43:38 AM","e10acbe3-0f39-0000-60b8-0ce1390fdc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server {B91D5831-B1BD-4608-8198-D72E155020F7} did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","8638","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","868","548","ASCENDI-HTMOH1J","S-1-5-18","8/17/2025 11:22:25 AM","e10acbe3-0f39-0000-3929-0be1390fdc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","8633","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","4224","5776","ASCENDI-HTMOH1J","S-1-5-18","8/17/2025 11:19:30 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Update Orchestrator Service service terminated with the following error: 
%%2149884192","7023","0","49152","2","0","0","-9187343239835811840","8630","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","912","996","ASCENDI-HTMOH1J",,"8/17/2025 11:18:48 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Update Orchestrator Service service terminated with the following error: 
%%2149884192","7023","0","49152","2","0","0","-9187343239835811840","8628","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","912","880","ASCENDI-HTMOH1J",,"8/17/2025 11:18:36 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The SysMain service terminated with the following error: 
The authentication service is unknown.","7023","0","49152","2","0","0","-9187343239835811840","8519","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","972","ASCENDI-HTMOH1J",,"8/17/2025 11:14:22 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The LanmanServer service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8510","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","2252","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The LanmanServer service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8509","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","2252","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The wtd service depends on the BFE service which failed to start because of the following error: 
A system shutdown is in progress.","7001","0","49152","2","0","0","-9187343239835811840","8508","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WSAIFabricSvc service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8507","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WSAIFabricSvc service was unable to log on as NT AUTHORITY\LocalService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8506","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WpnService service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8505","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WpnService service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8504","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WLMS service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8503","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WLMS service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8502","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Winmgmt service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8501","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinDefend service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8500","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The WinDefend service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8499","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The TrkWks service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8498","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The TrkWks service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8497","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3776","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The iphlpsvc service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8496","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","1484","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The iphlpsvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8495","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","1484","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The MySQL80 service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8494","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","928","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The MySQL80 service was unable to log on as NT AUTHORITY\NetworkService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8493","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","928","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The MDCoreSvc service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8492","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","928","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The MDCoreSvc service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8491","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","928","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The MariaDB service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8490","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","928","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The MariaDB service was unable to log on as NT SERVICE\MariaDB with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8489","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","928","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The DPS service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8488","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","1484","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The DPS service was unable to log on as NT AUTHORITY\LocalService with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8487","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","1484","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The DiagTrack service failed to start due to the following error: 
The service did not start due to a logon failure.","7000","0","49152","2","0","0","-9187343239835811840","8486","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","1484","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The DiagTrack service was unable to log on as NT AUTHORITY\SYSTEM with the currently configured password due to the following error: 
The request is not supported.

To ensure that the service is configured properly, use the Services snap-in in Microsoft Management Console (MMC).","7038","0","49152","2","0","0","-9187343239835811840","8485","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","1484","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The mpssvc service depends on the BFE service which failed to start because of the following error: 
A system shutdown is in progress.","7001","0","49152","2","0","0","-9187343239835811840","8484","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","2252","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The BFE service terminated with the following error: 
A system shutdown is in progress.","7023","0","49152","2","0","0","-9187343239835811840","8483","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","972","ASCENDI-HTMOH1J",,"8/17/2025 11:14:18 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 3:58:27 PM on ?8/?14/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","8394","EventLog",,"System","2132","2240","ASCENDI-HTMOH1J",,"8/17/2025 11:14:12 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","8299","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","3144","10020","ASCENDI-HTMOH1J","S-1-5-18","8/14/2025 9:28:00 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Config Read Failed

Config:	18
Error:	More data is available.","2042","0",,"2","0","0","144115188075855872","8292","Microsoft-Windows-Windows Firewall With Advanced Security","d1bc9aff-2abf-4d71-9146-ecb2a986eb85","System","2924","2436","ASCENDI-HTMOH1J","S-1-5-19","8/14/2025 8:55:59 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 2:44:40 PM on ?8/?13/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","8217","EventLog",,"System","1928","2032","ASCENDI-HTMOH1J",,"8/14/2025 8:55:35 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server MicrosoftWindows.Client.CBS_1000.26100.128.0_x64__cw5n1h2txyewy!Global.RulesEngine.AppX5z5kfs8055rf6ttb3wq8ztd1bbgncvdy.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","8205","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","480","7300","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/13/2025 2:45:46 PM","c7de2431-0c08-0000-dc37-e2c7080cdc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
