"(PDH-CSV 4.0) (India Standard Time)(-330)"
"08/25/2025 14:13:21.672"
"08/25/2025 14:13:37.641"
"08/25/2025 14:13:51.371"
"08/25/2025 14:14:05.978"
"08/25/2025 14:14:22.789"
