"(PDH-CSV 4.0) (India Standard Time)(-330)","\\ASCENDI-9P6AH5O\Processor(_Total)\% Processor Time","\\ASCENDI-9P6AH5O\System\Processor Queue Length","\\ASCENDI-9P6AH5O\Processor Information(_Total)\% Privileged Time","\\ASCENDI-9P6AH5O\Memory\Available MBytes","\\ASCENDI-9P6AH5O\Memory\Pages/sec","\\ASCENDI-9P6AH5O\Memory\Pool Nonpaged Bytes","\\ASCENDI-9P6AH5O\Process(_Total)\Working Set","\\ASCENDI-9P6AH5O\PhysicalDisk(_Total)\Disk Reads/sec","\\ASCENDI-9P6AH5O\PhysicalDisk(_Total)\Disk Writes/sec","\\ASCENDI-9P6AH5O\PhysicalDisk(_Total)\Avg. Disk sec/Read","\\ASCENDI-9P6AH5O\PhysicalDisk(_Total)\Avg. Disk sec/Write","\\ASCENDI-9P6AH5O\PhysicalDisk(_Total)\Current Disk Queue Length","\\ASCENDI-9P6AH5O\Network Interface(Intel[R] PRO_1000 MT Desktop Adapter)\Bytes Total/sec","\\ASCENDI-9P6AH5O\Network Interface(Intel[R] PRO_1000 MT Desktop Adapter)\Packets/sec","\\ASCENDI-9P6AH5O\Network Interface(Intel[R] PRO_1000 MT Desktop Adapter)\Output Queue Length"
"08/25/2025 15:30:18.812"," ","0"," ","4041"," ","166760448","6761668608"," "," "," "," ","0"," "," ","0"
