"(PDH-CSV 4.0) (India Standard Time)(-330)","\\ASCENDI-L9OUVIN\PhysicalDisk(_Total)\Avg. Disk sec/Read","\\ASCENDI-L9OUVIN\PhysicalDisk(_Total)\Avg. Disk sec/Write","\\ASCENDI-L9OUVIN\PhysicalDisk(_Total)\Disk Transfers/sec","\\ASCENDI-L9OUVIN\PhysicalDisk(_Total)\Current Disk Queue Length"
"08/28/2025 09:46:21.980"," "," "," ","0"
"08/28/2025 09:46:34.210","0","0.0010387816326530613549","3.2715496726564179397","0"
"08/28/2025 09:46:48.184","0","0.0014932710526315787908","2.472148981013694069","0"
"08/28/2025 09:47:03.830","0.0091177666666666674217","0.0014356888888888887784","5.6289187577485586544","0"
