"(PDH-CSV 4.0) (India Standard Time)(-330)","\\ASCENDI-L9OUVIN\Processor(_Total)\% Processor Time","\\ASCENDI-L9OUVIN\Processor(_Total)\% Privileged Time","\\ASCENDI-L9OUVIN\Processor(_Total)\% User Time","\\ASCENDI-L9OUVIN\System\Processor Queue Length"
"08/28/2025 09:45:59.961"," "," "," ","0"
"08/28/2025 09:46:15.078","77.309556592373212425","67.967956904394583262","7.8563722049186131002","0"
"08/28/2025 09:46:27.923","75.793428642316811761","83.445768599852598868","9.1230796574182875247","2"
"08/28/2025 09:46:40.475","69.873299906991064745","78.989219871959392094","10.270465940798501947","5"
