"(PDH-CSV 4.0) (India Standard Time)(-330)","\\ASCENDI-L9OUVIN\Processor(_Total)\% Processor Time","\\ASCENDI-L9OUVIN\Processor(_Total)\% Privileged Time","\\ASCENDI-L9OUVIN\Processor(_Total)\% User Time","\\ASCENDI-L9OUVIN\System\Processor Queue Length"
"08/28/2025 10:25:25.239"," "," "," ","0"
"08/28/2025 10:25:43.340","39.488470994754152343","18.257044771197570299","4.1434427849526400678","1"
"08/28/2025 10:25:58.536","18.927957215788449474","15.628345596956444652","1.9021341680506196337","1"
