"(PDH-CSV 4.0) (India Standard Time)(-330)","\\ASCENDI-L9OUVIN\Memory\Available MBytes","\\ASCENDI-L9OUVIN\Memory\Pages/sec","\\ASCENDI-L9OUVIN\Memory\Committed Bytes","\\ASCENDI-L9OUVIN\Memory\Cache Faults/sec"
"08/28/2025 09:46:10.072","4480"," ","7028240384"," "
"08/28/2025 09:46:23.796","4483","1.0661855895128706795","7020912640","17.52542562761781042"
"08/28/2025 09:46:36.015","4485","1.0676561989026416288","7012880384","17.349413232167925969"
"08/28/2025 09:46:49.826","4486","0.066618956390731509654","7029706752","0.26647582556292603861"
